Möte,Dagordningspunkt,Brödtext,Förslagställare,Kommun,Organisation(er),Tid,Vem-taggar,Alla taggar,Rankning,Antal röstande
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 1: Vad innebär strategiskt ledarskap i en digitaliserad skola 2022?,"Att det finns en systematisk styrning och en digitaliseringsplan  som syftar till att skapa förutsättningar för att initiera, driva och utveckla digitaliseringsfrågor på skolan.",Anette Petersson,Malmö kommun,Kommunal huvudman Kommunal skola Kommun,2018-10-01 22:08,,anette-petersson-1,3/5,6/101
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 1: Vad innebär strategiskt ledarskap i en digitaliserad skola 2022?,föreslår Långsikta på och strategier finns implementerade av huvudman. Detta för att kunna dela upp och sätta delmål. Att t.ex kunna jobba med effektkedjor.,Fredrik Tegbäck,Norrköpings kommun,Kommunal skola,2018-10-02 19:10,,ftegback-1,5/5,6/101
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 1: Vad innebär strategiskt ledarskap i en digitaliserad skola 2022?,"Jag ingår i en forskargrupp som jobbar med att utveckla en ny arbetsmodell för IT-baserad skolutveckling (dvs skolutveckling understödd av skräddarsydda IT-verktyg). I vårt arbete med att bygga ett sådant IT-verktyg, som stödjer skolledares strategiska ledarskap, har vi försökt definiera vad detta innebär. Det är verkligen inte lätt. Nuvarande definition går att läsa på loopme.io, om man väljer att läsa om ""Utvecklande ledarskap"". Dessa tankar bygger på Donald Schöns teorier om den reflektiva praktikern, samt även på David Kolbs modell för ""experiential learning"", där man blandar teori och praktik / reflektion och handling. Dessa tankar har också starka kopplingar till transformativt ledarskap (se t ex forskning av Bernard M. Bass).",Martin Lackéus,Göteborgs kommun,Lärosäte,2018-10-03 11:50,,martin-lackeus-3,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 1: Vad innebär strategiskt ledarskap i en digitaliserad skola 2022?,"För mig innebär det förmågan att ha en vision om vad lärande i en digitaliserad värld kan innebära  OCH förmågan att skapa en lärande organisation som genererar den skaparkraft som krävs i förändringsprocessen. En strategisk ledare har en inre vision och kan förmedla den. Hen använder sig av den lärande organisationen som ett ramverk, det formativa förhållningssättet som bränsle och nyttjar digitala verktyg för att boosta processen ytterligare.",Malin Frykman,Kungälvs kommun,Kommun,2018-10-04 06:48,,malin-frykman-1,1/5,6/101
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 1: Vad innebär strategiskt ledarskap i en digitaliserad skola 2022?,"Vision och mål är så klart viktiga - MEN KRAV är också viktig. Att ha en digital digital kompetens är en sak, men det måste finnas krav att man ska använda den kompetensen också. Strategisk ledarskap innehåller även krav rakt igenom hela styrkedjan.",Danny Stacey,Norrtälje kommun,Kommun,2018-10-04 10:43,,danny-stacey-1,2/5,6/101
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 1: Vad innebär strategiskt ledarskap i en digitaliserad skola 2022?,"Det innebär att det finns ett år systematiskt och långsiktigt tänk kring digitaliseringen och att kommunikationen kring ""varför"" är tydlig",Charlotte Dingertz,Stockholms kommun,Kommunal huvudman,2018-10-05 08:42,,charlotte-dingertz-1,4/5,6/101
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 2: Hur får man digital kompetens att genomsyra hela styrkedjan, i alla landets skolor, 2022? Vem har ansvar för att digitaliseringen (eller digital kompetens?) genomsyrar hela styrkedjan?",föreslår att man är tydligare med vad man menar med digital kompetens så att det inte blir ett lika begrepp som tolkas olika av olika huvudmän och av olika lärare.,Erika Malmkvist,Trelleborgs kommun,Kommunal skola,2018-10-09 07:08,,komvuxerika-1,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 2: Hur får man digital kompetens att genomsyra hela styrkedjan, i alla landets skolor, 2022? Vem har ansvar för att digitaliseringen (eller digital kompetens?) genomsyrar hela styrkedjan?","1. Digital nationell plattform för datainfrastruktur. Det är steg ett. Finns inget annat som kan bygga stabilare och bättre än detta. Vi kommer att komma dit också, frågan är bara hur lång tid det tar innan alla beslutande förstår det.

2. Staten har ansvar för det ovanstående. När det finns kommer det att smitta mellan huvudmännen mycket lättare. Det är då man äntligen kan avkräva ansvar, när förutsättningen faktiskt finns.

Inga 1:1-satsningar, programmering eller liknande kommer att ge likvärdig effekt förrän punkt 1 är ordnat. Till och med då kommer det att ta decennier innan gapet i likvärdighet i bästa fall minskar. Men vi kommer aldrig dit om vi inte börjar.",Peyman Vahedi,Kramfors kommun,Kommunal huvudman Kommunal skola Kommun,2018-10-05 08:27,,peva79-1,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 2: Hur får man digital kompetens att genomsyra hela styrkedjan, i alla landets skolor, 2022? Vem har ansvar för att digitaliseringen (eller digital kompetens?) genomsyrar hela styrkedjan?",Hela styrkedjan behöver kommunicera vikten av digitaliseringen och ett förändrat arbetssätt. Allt från nationell nivå till den lokala skolledningen,Charlotte Dingertz,Stockholms kommun,Kommunal huvudman,2018-10-05 08:46,,charlotte-dingertz-2,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 2: Hur får man digital kompetens att genomsyra hela styrkedjan, i alla landets skolor, 2022? Vem har ansvar för att digitaliseringen (eller digital kompetens?) genomsyrar hela styrkedjan?",Digital kompetens behöver inkluderas på ett naturligt sätt i det systematiska kvalitetsarbetet och säkerställa att det görs systematiska uppföljningar på detta. Ansvarig för att digital kompetens genomsyrar hewla styrkedjan borde ligga på kommunens skolchef. Detta blir särskolit viktigt i en större organisation där det finns många ”mellanchefer”.,Lena Gällhagen,Stockholms kommun,Kommunal huvudman,2018-10-06 12:07,,lena-gallhagen-1,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 3: Vilka stödfunktioner behövs för att stötta rektorer och förskolechefer i att nå målen med strategiskt ledarskap i en digitaliserad skola 2022? Vem ska ha ansvar för att ta fram dessa stödfunktioner?,"Skolverket har redan påbörjat bra kompetensutvecklingsinsatser, men jag tycker man den statliga rektorsutbildningen skall få uppdraget att samla samtliga rektorer i en insats rektor 2.0. Ansvaret och budget hamnar då på staten.",Örjan Johansson,Stockholms kommun,Annat företag,2018-10-01 21:56,,orjan-johansson-2,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 3: Vilka stödfunktioner behövs för att stötta rektorer och förskolechefer i att nå målen med strategiskt ledarskap i en digitaliserad skola 2022? Vem ska ha ansvar för att ta fram dessa stödfunktioner?,"1. Digital nationell plattform för datainfrastruktur. Det är steg ett. Finns inget annat som kan bygga stabilare och bättre än detta. Vi kommer att komma dit också, frågan är bara hur lång tid det tar innan alla beslutande förstår det.


2. Statens roll är att skapa förutsättningarna - lagstiftning, ta konflikten som måste tas med vissa leverantörer mm.",Peyman Vahedi,Kramfors kommun,Kommunal huvudman Kommunal skola Kommun,2018-10-05 09:05,,peva79-2,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 3: Vilka stödfunktioner behövs för att stötta rektorer och förskolechefer i att nå målen med strategiskt ledarskap i en digitaliserad skola 2022? Vem ska ha ansvar för att ta fram dessa stödfunktioner?,"Gemensam plattform nationellt, steg ett för en likvärdig skola. Så länge den digital infrastrukturen ser ut som den gör i Sverige kommer vi att ha svårt att uppnå likvärdighet.",Sara Lundberg,Uppsala kommun,Kommunal huvudman Kommunal skola,2018-10-05 16:23,,barasaralu-1,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,Fråga 3: Vilka stödfunktioner behövs för att stötta rektorer och förskolechefer i att nå målen med strategiskt ledarskap i en digitaliserad skola 2022? Vem ska ha ansvar för att ta fram dessa stödfunktioner?,"Nationell infrastruktur för centrala skoldata.

Detta är viktigt för att:

1. Kraven på rektorers kompetens måste vara realistiska (strategier som ställer stora krav på rektorernas områdeskompetens och framsynthet är alltså direkt dåliga).

2. Det innebär att valen rektor gör måste präglas av snabb återkoppling och möjlighet att ändra väg.

3. För att detta ska vara möjligt så måste inlåsningen i olika system minska radikalt. Detta uppnås genom en nationell infrastruktur   för skoldata med väldefinierade standarder som många utvecklare kan arbeta mot.",Markus Stoor,Umeå kommun,Lärosäte,2018-10-08 14:01,,markus-stoor-1,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 4: Hur kan man mäta att “Rektor, förskolechef och huvudmän har förmåga att strategiskt leda digitalt utvecklingsarbete”? Vem har ansvar för att ta fram material och mäta denna förmåga?","att på nationell nivå utarbeta systematiska mätverktyg som kan underlätta för skolornas rektorer att kunna leda digitaliseringsutvecklingen på skolorna.  

Se på DSOE:s mätmaterial kring digitalisering på skolor. Ett verktyg som används i skolledning/arbetslag gällande att titta på hur långt man kommit i digitaliseringen när det gäller olika områden ute på skolan. 

Rektorerna har ansvar för att tillse att det sker en utvärdering kring hur man utvecklats när det gäller digitalisering på skolorna. 

Ett digitaliseringsindex utarbetas som en form av kvalitetsstämpel på skolan kring digitaliseringsområdet.",Anette Petersson,Malmö kommun,Kommunal huvudman Kommunal skola Kommun,2018-10-01 22:54,,anette-petersson-3,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 4: Hur kan man mäta att “Rektor, förskolechef och huvudmän har förmåga att strategiskt leda digitalt utvecklingsarbete”? Vem har ansvar för att ta fram material och mäta denna förmåga?","Jag ingår i en forskargrupp där vi byggt ett innovativt och världsunikt IT-verktyg som mäter och samtidigt underlättar skolledares strategiska ledarskap. Det används på ett flertal skolor runt om i Sverige för att leda och följa skolutveckling. Se t ex denna video om verktyget, som heter LoopMe: https://youtu.be/aXpa8n11TAI Vi har försökt sätta ord på vad detta verktyg gör på dess hemsida loopme.io, och det handlar om att underlätta det som i forskningen kallas för transformativt ledarskap, och som utgör inspiration till det som i Sverige kallas för utvecklande ledarskap.",Martin Lackéus,Göteborgs kommun,Lärosäte,2018-10-03 11:43,,martin-lackeus-1,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 4: Hur kan man mäta att “Rektor, förskolechef och huvudmän har förmåga att strategiskt leda digitalt utvecklingsarbete”? Vem har ansvar för att ta fram material och mäta denna förmåga?",Lägg in det som en punkt på dialogmötena - de möten där överordnad chef träffar sin medarbetare.,Charlotte Dingertz,Stockholms kommun,Kommunal huvudman,2018-10-05 08:48,,charlotte-dingertz-3,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 4: Hur kan man mäta att “Rektor, förskolechef och huvudmän har förmåga att strategiskt leda digitalt utvecklingsarbete”? Vem har ansvar för att ta fram material och mäta denna förmåga?","1. Digital nationell plattform för datainfrastruktur. Det är steg ett. Finns inget annat som kan bygga stabilare och bättre än detta. Vi kommer att komma dit också, frågan är bara hur lång tid det tar innan alla beslutande förstår det.

2. Alla annan typ av mätning som inte utgår från automatiserade processer ökar administrativa bördan. Bara frågan om mätning i det här läget - när alla våra processer är manuella och semidigitala (dvs. typ via Excelblanketter) - ger kalla kårar.",Peyman Vahedi,Kramfors kommun,Kommunal huvudman Kommunal skola Kommun,2018-10-05 09:06,,peva79-3,,
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 5: Vilka roller ska stat, huvudman respektive rektor/förskolechef ha i digitaliseringsarbetet? Hur kan man förtydliga rolluppdraget gällande digitaliseringen i verksamheterna?","föreslår att stat eller huvudman ges ett tydligt uppdrag att säkerställa att infrastruktur i tillräcklig nivå finns på plats, så att rektor kan ta på sig roll som pedagogisk ledare och arbetsgivare. Ingen ska komma undan med att ”Det är ingen idé, tekniken strular ju ändå alltid”.",Magnus Nyberg Blixt Glömstaskolan,Huddinge kommun,Kommunal skola,2018-10-01 20:30,,blixtgordon13-1,6/6,4/101
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 5: Vilka roller ska stat, huvudman respektive rektor/förskolechef ha i digitaliseringsarbetet? Hur kan man förtydliga rolluppdraget gällande digitaliseringen i verksamheterna?",att staten (skolverket) bör ta fram stödstrukturer kring främst det systematiska utvecklingsarbetet på skolorna när det gäller digitalisering. Rektorer/förskolechefer ska ha ansvar för att tillse att det finns en digitaliseringsplan och at det sker en utvärdering av digitaliseringen. Huvudman ska följa upp utvärderingarna. Kanske utveckla ett antingen lokalt eller centralt digitaliseringsindex som kopplas till annan statistik som tas fram kring kommunens/landets skolor.,Anette Petersson,Malmö kommun,Kommunal huvudman Kommunal skola Kommun,2018-10-01 22:46,,anette-petersson-2,2/6,4/101
Rådslag 1 | Fokusområde Digital kompetens för alla i skolväsendet,"Fråga 5: Vilka roller ska stat, huvudman respektive rektor/förskolechef ha i digitaliseringsarbetet? Hur kan man förtydliga rolluppdraget gällande digitaliseringen i verksamheterna?","1. Digital nationell plattform för datainfrastruktur. Det är steg ett. Finns inget annat som kan bygga stabilare och bättre än detta. Vi kommer att komma dit också, frågan är bara hur lång tid det tar innan alla beslutande förstår det.

2. När plattformen finns kommer det vara väsentligt enklare att förstå sin roll. Om vägarna är asfalterade och andra börjar åka bil, vad tänker du då?
Om det däremot är så att du ska börja med upphandla tjänsten, att grusa upp vägen, göra allt förarbete, asfaltera, dra vägen utan kompetensen, när du inte ens har körkort eller bil, ja, då är du precis där enskilda lärare, rektorer, skolor och huvudmän gällande digitalisering. Dessutom tar vägen slut vid kommungränsen eftersom andra kommunen (huvudmannen) valt att dra vägen åt annat håll (ref GDPR beaktande 068).

Nationellt vägnät för data - då kommer innovationen att kunna blomma.",Peyman Vahedi,Kramfors kommun,Kommunal huvudman Kommunal skola Kommun,2018-10-05 09:10,,peva79-4,1/6,4/101
